ID_Venta,Fecha_Venta,Fecha_Ingreso,ID_Cliente,Producto,Categoría,Talla,Color,Precio,Cantidad,Método_Pago,País_Origen,Satisfacción_Cliente,Edad_Cliente,Sexo_Cliente,Puntuación_Cliente
376,1900-01-01,,63,Pantalón deportivo,Pantalones,28,Verde,420.23,2,Efectivo en Bs,India,Satisfecho,41,Mujer,3
377,2023-01-12,2023-07-10 00:00:00.000000000,120,Zapatos formales,Zapatos,40,Gris,95.45,2,Trueque,España,Neutral,39,Hombre,4
378,2023-01-13,,36,Camisa formal,Camisa,?,Gris,34.15,2,Pago móvil,Italia,Muy insatisfecho,19,Mujer,2
379,2023-01-14,,8,Sandalias,Zapatos,40-411,Marrón,63.39,2,Transferenci,India,Satisfecho,61,Hombre,1
380,2023-01-15,2023-01-01 00:00:00.000000043,69,Pantalón corto,Pantalones,28-30,Marrón,60.31,2,Efectivo en divisas,España,Satisfecho,23,Hombre,5
381,2023-01-16,2023-03-15 00:00:00.000000000,90,Camisa manga larga,Camisass,m,Blanco,34.74,4,Efectivo en divisas,Italia,Muy satisfecho,59,Mujer,1
382,2023-01-17,,36,Franela básica,rFesaanl,S,Rojo,19.73,1,Transferenciaa,México,Insatisfecho,42,Hombre,5
383,2023-01-18,,28,Franela estampada,Franelas,Talla M,Verde,28.01,2,Efectivo en Bs,México,Satisfecho,38,Hombre,3
384,2023-01-19,2025-12-01 00:00:00.000000000,118,Zapatos deportivos,Zapatos,422,N/A,54.91,2,Efectivo en divisas,Chiná,Muy insatisfecho,33,Otro,1
385,2023-01-20,,93,Franela cuello V,Franelas,S,Azul,28.25,1,Transferencia,China,Neutral,48,Hombre,4
386,2023-01-21,2023-01-01 00:00:00.000000043,76,Sandalias,Zapatos,38,Blanco,86.07,2,Efectivo en divisas,China,Satisfecho,31,Hombre,2
387,2023-01-22,,101,Pantalón corto,Pantalones,36,Rojo,72.65,1,Efectivo en Bs,India,Satisfecho,56,Otro,4
388,2023-01-23,2023-03-15 00:00:00.000000000,144,Camisa manga larga,Camisas,l,Blanco,47.21,1,Efectivo en divisas,Bangladés,Satisfecho,45,Mujer,2
389,2023-01-24,2023-07-10 00:00:00.000000000,14,Sandalias,Zapatos,42,Azul,86.93,999,TRANSFERENCIA,India,MUY SATISFECHO,49,Mujer,1
390,2023-01-25,,71,Zapatos deportivos,Zapatos,00,Marrón,46.29,3,Efectivo en divisas,China,Satisfecho,45,Mujer,1
391,2023-01-26,1999-01-01 00:00:00.000000000,124,Bufándá,Accesorios,XXX,Negro,27.15,4,eiaisEivvtco desn f,España,Muy satisfecho,68,Hombre,2
392,2023-01-27,2023-03-15 00:00:00.000000000,125,Chaqueta denim,Cháquétás,s/m,Verde,435.38,3,cs s veaiEftinevdoi,India,MUY SATISFECHO,66,Mujer,3
393,2023-01-28,,37,Pantalón deportivo,Pantalones,28-30,Azul,62.66,3,Efectivo en divisas,China,Satisfecho,0,Mujer,5
394,2023-01-29,,29,Sandalias,ZAPATOS,37,Blanco,38.57,3,Efectivo en divisas,India,Muy satisfecho,62,Mujer,4
395,2023-01-30,2025-12-01 00:00:00.000000000,143,Pantalón vaquero,Pantalones,32-34,Rojo,88.01,2,Punto de venta,Indi,Satisfecho,39,Mujer,4
396,2023-01-31,2025-12-01 00:00:00.000000000,19,Zapatoz deportivoz,Zapatos,38,Marrón,89.11,4,Efectivo en Bs,España,Insatisfech,49,Mujer,4
397,2023-02-01,,106,BOTAS,Zapatos,36,Rojo,99.61,3,Transferencia,China,Satisfecho,22,Mujer,1
398,2023-02-02,,21,Chaqueta invierno,Chaquetas,XL,Blanco,146.68,1,Eféctivo én Bs,China,Insátisfécho,40,Mujer,4
399,2023-02-03,,64,Botas,Zapatos,38-39,Gris,441.86,2,Efectivo en divisas,India,Satisfecho,22,Mujer,5
400,2023-02-04,2025-12-01 00:00:00.000000000,27,Zapatos deportivos,Zapatos,36-37,Gris,70.39,4,Efectivo en Bs,China,Satisfecho,59,Mujer,5
401,2023-02-05,,55,Camisa manga corta,Camisas, S ,Azul,21.56,3,Efectivo en divisas,Italia,Insatisfecho,49,M,2
402,2023-02-06,,29,Zapatos formales,Zapatos,39,Blanco,293.95,1,Efectivo en divisas,India,Neutral,27,Mujer,1
403,2023-02-07,,148,Chaqueta invierno,Chaquetas,S,Gris,67.78,4,Efectivo en divisas,India,Muy satisfecho,56,Mujer,5
404,2023-02-08,,25,Zapatos deportivos,Zapatos,39,Rojo,64.14,4,Efectivo en divisas,,Sátisfécho,32,Mujer,3
405,2023-02-09,2023-03-15 00:00:00.000000000,70,Pantalón deportivo,Pantalones,36,Gris,48.19,2,PUNTO DE VENTA,Italia,Neutral,24,Mujer,1
406,2023-02-10,,63,Sandalias,Zapato,40,Negro,100.36,4,Efectivo en Bs,Chinaa,Satisfecho,46,Mujer,1
407,2023-02-11,,130,Pantalón corto,Pantalones,28-30,Rojo,63.05,2,Punto de venta,India,Satisfecho,64,Mujer,5
408,2023-02-12,2023-01-01 00:00:00.000000043,16,Camisa manga larga,Camisas,Xxl,Verde,24.26,3,Pago móvil,España,Satisfecho,20,Mujer,3
409,2023-02-13,,146,Zapatos formales,Zapatos,399,Marrón,54.28,2,Efectivo en divisas,España,hseiMuyac sotf,36,Mujer,2
410,2023-02-14,2023-01-01 00:00:00.000000043,100,Camisa casual,Camisas,m,Rojo,38.9,1,Efectivo en divisas,China,Satisfech,27,Mujer,5
411,2023-02-15,1999-01-01 00:00:00.000000000,30,Pantalón corto,Pantalones,36-38,Blanco,27.56,2,Efectivo en divisas,Bangladés,Satisfecho,45,Mujer,3
412,2023-02-16,2025-12-01 00:00:00.000000000,45,Cinturón,Accesorios,unic,Verde,25.35,1,Efectivo en Bs,India,Muy satisfecho,46,Mujer,1
413,2023-02-17,,19,Bufanda,Accesorios,unicá,Beige,19.23,2,Efectivo En Divisas,China,Muy satisfecho,32,Mujer,3
414,2023-02-18,,34,Franela básica,Franelas,M,Negro,10.83,4,Punto de venta,China,Insatisfecho,52,Mujér,1
415,2023-02-19,2023-07-10 00:00:00.000000000,141,Franela estampada,Franelas,L,Transparente,29.73,3,Efectivo en divisas,China,Neutral,23,Mujer,5
416,2023-02-20,2023-07-10 00:00:00.000000000,62,Cháquétá inviérno,Chaquetas,L,Beige,40.54,1,Efectivo en divisas,méxico,Neutral,29,Hombre,5
417,2023-02-21,2025-12-01 00:00:00.000000000,118,Pantalón chino,Pantalones,32-34,Blanco,66.54,2,Transferencia,China,Satisfecho,64,Hombre,4
418,2023-02-22,1999-01-01 00:00:00.000000000,100,Pantalón vaquero,PANTALONES,40,Negro,54.56,2,Efectivo en divisas,China,Satisfecho,55,Otro,4
419,2023-02-23,2023-07-10 00:00:00.000000000,22,llnca V lFoeerua,Fránélás,M,Gris,19.78,2,Transferencia,México,Satisfecho,30,Mujer,4
420,2023-02-24,,111,slnaiaSda,Zapatos,41,Negro,42.57,4,Efectivo en divisas,India,Muy satisfech,46,Mujer,5
421,1900-01-01,2023-01-01 00:00:00.000000043,73,Sandalias,ptZaosa,39,Azul,93.42,4,Efectivo en divisas,China,Muy satisfecho,36,Mujer,2
422,2023-02-26,,147,Zapatos deportivos,Zapatos,XXX,Negro,90.61,1,Efectivo en divisas,China,Insatisfecho,20,Mujer,5
423,2023-02-27,,38,Camisa casuall,Camisas,XL,Azul,19.23,1,Efectivo en divisas,China,Neutral,25,Mujer,3
424,2023-02-28,2023-03-15 00:00:00.000000000,70,Chaqueta invierno,Chaquetas,XXL,Rojo,88.81,4,Pago móvil,China,Satisfecho,25,Mujer,5
425,2023-03-01,,116,Camisa formal,Camisas,XXL,Gris,26.49,1,Efectivo en divisas,Narnia,Satisfecho,37,Mujer,5
426,2023-03-02,2023-07-10 00:00:00.000000000,79,Chaqueta de cuero,saCqaeuht,m/l,Verde,147.65,3,Pago móvil,China,Satisfecho,64,Hombre,1
427,2023-03-03,,148,Chaqueta bomber,Chaquetaz,M,Verde,41.93,3,Efectivo en divisas,China,Muy satisfecho,21,Mujer,1
428,2023-03-04,,9,Zapatos deportivos,Zapatos,Talla única,Vérdé,104.78,4,Efectivo en divisas,España,Neutral,68,Mujer,1
429,2023-03-05,,32,Pantalón deportivo,Pantalones,28-30,Negro,74.95,1,Efectivo en Bs,Italia,Satisfecho,38,Hombre,5
430,2023-03-06,,132,Camisa manga larga,camisas,s,Blanco,50.8,2,Efectivo en divisas,India,Muy satisfecho,20,Mujer,2
431,2023-03-07,2023-03-15 00:00:00.000000000,50,Camisa manga corta,Camisas,XS,Roj,300.31,3,Pago móvil,India,Satisfecho,62,Hombre,3
432,2023-03-08,2023-01-01 00:00:00.000000043,82,Botaz,Zapato,40,Beige,90.03,4,Efectivo en divisas,aindI,Neutrall,25,hombre,3
433,2023-03-09,1999-01-01 00:00:00.000000000,5,Franela básica,nFsaelar,S,Rojo,16.97,1,Efectivo en divisas,India,Satisfecho,40,Hombre,2
434,2023-03-10,2023-03-15 00:00:00.000000000,148,Camisa casual,Camisas,S,Marró,42.22,4,Efectivo en divisas,Indiá,INSATISFECHO,33,Hombre,2
435,2023-03-11,,87,Camisa manga larga,Camisas,m,Negro,53.99,2,Efectivo en divisas,India,Muy satisfecho,30,eMruj,3
436,2023-03-12,,126,Franela básica,Franelas,xl,Verde,25.65,3,Efectivo en divisas,Portugal,Insatisfecho,20,Mujer,4
437,2023-03-13,,75,Camisa formal,Camisas,m,Verd,19.91,4,efectivo en divisas,China,Satisfecho,65,Mujer,1
438,2023-03-14,2023-07-10 00:00:00.000000000,22,Zapatos deportivos,Zapatoz,41,Beige,59.43,4,Transferencia,España,Satisfecho,26,Hombre,1
439,1900-01-01,1999-01-01 00:00:00.000000000,68,Franela Estampada,Franelas,999,Beig,26.16,4,Efectivo en divisas,China,Muy satisfecho,31,Hombre,3
440,2023-03-16,1999-01-01 00:00:00.000000000,44,Camisa casuall,Camisas, XS ,Verde,50.9,2,Efectivo en divisas,España,Neutral,30,Hombre,2
441,2023-03-17,2023-07-10 00:00:00.000000000,34,Camisa manga larga,Camisas, XS ,Rojo,51.8,4,Efectivo en divisa,Italia,Insatisfecho,24,Mujér,4
442,2023-03-18,2023-07-10 00:00:00.000000000,77,Bolso,Accesorios,NA,Beige,29.5,2,Efectivo en divisas,México,Super!!!,32,Hombre,3
443,2023-03-19,2023-07-10 00:00:00.000000000,42,Pantalón vaquero,Pantalones,36,Blanco,46.1,2,Pago móvil,China,Neutral,24,Mujer,1
444,2023-03-20,2023-07-10 00:00:00.000000000,137,Pantalón corto,Pantalones,36-38,Rojo,50.75,2,Efectivo en divisas,Indi,Neutral,55,Hombre,5
445,2023-03-21,2023-07-10 00:00:00.000000000,106,Zapatos formales,Zápátos,38,Rojo,64.97,3,Efectivo en Bs,India,Satisfecho,51,Mujer,2
446,2023-03-22,1999-01-01 00:00:00.000000000,95,Zapatos formales,Zapatos,36,Azul,51.38,3,Punto de venta,España,Neutral,58,Hombre,5
447,2023-03-23,2025-12-01 00:00:00.000000000,135,Bufanda,Accesorios,unica,ROJO,113.64,4,Pago con puntos,india,Muy insatisfecho,39,Hombre,3
448,1900-01-01,2025-12-01 00:00:00.000000000,68,Zapatos deportivos,Zapatos,38-39,Azul,84.31,4,Efectivo en Bs,India,Muy satisfecho,41,Mujer,1
449,2023-03-25,,147,Pantalón chino,Pantalones,XXX,Negro,74.36,3,pago móvil,India,Satisfecho,66,Hombre,4
450,2023-03-26,2025-12-01 00:00:00.000000000,128,Camisa formal,Camisas,M,Beige,39.41,1,Punto de venta,Atlántida,Satisfecho,54,Hombree,5
451,2023-03-27,,-1,Sandalias,Zapatos,37,Beige,73.13,3,Pago movil,India,Neutral,61,Mujer,4
452,2023-03-28,2025-12-01 00:00:00.000000000,83,Franela básica,Franelas,XL,Blanco,16.82,2,Efectivo en divisas,China,Muy satisfecho,18,Mujer,1
453,2023-03-29,1999-01-01 00:00:00.000000000,95,Chaqueta invierno,Chaquetas,XXL,Roj,83.87,3,Efectivo en divisas,Bangladés,Neutral,27,Mujer,5
454,2023-03-30,2023-07-10 00:00:00.000000000,32,Zapatos formales,Zapatos,40-41,Gris,72.9,2,Efectivo en divisas,España,Muy satisfecho,60,Hombre,4
455,2023-03-31,,66,Camisa manga larga,camisas,xs,Beige,51.58,4,Efectivo en divisas,Bangladés,Muy satisfecho,33,Hombre,4
456,2023-04-01,,116,Chaqueta denim,Chaquetas,XL,Rojo,145.11,1,Transferencia,China,Insatisfecho,63,Prefiero no decir,5
457,2023-04-02,,138,Camisa formal,Camisas,00,Negro,23.81,4,efectivo en divisas,México,Muy satisfecho,25,Hombre,1
458,2023-04-03,,130,Chaqueta bomber,qauteashC,l/xl,Azul,111.22,2,Transferencia,México,Neutral,66,Mujer,4
459,2023-04-04,,60,Camisa manga corta,Camisas,S/M,Rojo,44.46,2,Punto de venta,Italia,Insatisfech,42,Mujer,3
460,2023-04-05,1999-01-01 00:00:00.000000000,17,Camisa manga larga,Camisa,L,Verde,57.05,2,Efectivo en divisas,Italia,Muy satisfecho,67,Hombré,5
461,2023-04-06,2023-01-01 00:00:00.000000043,96,Camisa casual,Camisas,M,Azul,19.56,1,Efectivo en divisas,india,Satisfecho,29,Robot,2
462,2023-04-07,,144,Franela básica,Franela,L,Azul,15.14,3,Punto De Venta,Wakanda,123,42,Hombre,2
463,2023-04-08,2023-03-15 00:00:00.000000000,16,Franela manga larga,Franelas,Talla S,NEGRO,16.15,4,Efectivo en divisas,India,Neutral,34,Mujer,1
464,2023-04-09,,46,Franela cuello V,Franelas,L,Marrón,20.78,4,Transferencia,Narnia,Satisfecho,43,Hombre,3
465,1900-01-01,2023-01-01 00:00:00.000000043,107,bolso,Accesorios,UNICA,Gris,32.47,3,Efectivo en divisas,India,Muy satisfecho,63,Hombre,4
466,2023-04-11,1999-01-01 00:00:00.000000000,88,Pantalón chino,Pantalones,30,Beige,42.72,4,Efectivo en divisas,Portugal,Neutral,65,Mujer,2
467,2023-04-12,2025-12-01 00:00:00.000000000,129,Pantalón corto,Pantalonez,36-38,Verde,32.92,1,Efectivo en divisas,México,Neutral,31,Mujer,1
468,2023-04-13,2023-07-10 00:00:00.000000000,139,Botas,Zapatos,42,Gris,91.3,4,Pago móvil,Bangladés,Muy insatisfecho,58,Mujer,3
469,2023-04-14,,119,Pantalón Chino,Pantalones,40,Marrón,59.14,-1,Efectivo en divisas,italia,Neutral,53,Hombre,3
470,2023-04-15,2023-01-01 00:00:00.000000043,85,Cinturón,Accesorios,N/A,Rojo,9.81,3,Transferencia,China,MUY SATISFECHO,40,Hombre,1
471,2023-04-16,2023-03-15 00:00:00.000000000,4,Camisa casual,Camisas, XS ,Verde,26.55,1,Efectivo en divisas,China,Satisfecho,60,Mujer,1
472,2023-04-17,,71,Bolso,Accesorios, Única ,Beige,26.76,3,Punto de venta,China,Muy zatizfezho,23,Hombre,4
473,2023-04-18,,111,Camisa manga larga,Camisas,XXL,Rojo,39.76,1,Punto de venta,China,Satisfecho,64,Mujer,1
474,2023-04-19,,50,Sandalias,Zapatos,36-37,Blanco,40.11,2,Efectivo en divisas,Indi,Satisfecho,22,Hombre,4
475,2023-04-20,2023-03-15 00:00:00.000000000,140,Chaqueta de cuero,CHAQUETAS,999,Blanco,110.18,3,Efectivo en divisas,China,Neutral,60,Mujer,4
476,2023-04-21,2023-07-10 00:00:00.000000000,95,Bufanda,Azzezorioz,999,Gris,31.71,4,Punto de venta,India,Ni idea,42,Mujer,5
477,2023-04-22,2025-12-01 00:00:00.000000000,92,Camisa casual,Camisas,M,Beige,323.31,1,Efectivo en divisas,Portugal,Neutral,35,Hombre,3
478,2023-04-23,2023-03-15 00:00:00.000000000,65,Franela manga larga,Fránélás,S,Gris,17.22,3,Punto de venta,Indiá,Neutral,30,Mujer,3
479,2023-04-24,,47,Gorro,Accesorios,Única,Blanco,15.66,4,Efectivo en divisas,México,Satisfecho,60,M,3
480,2023-04-25,2023-03-15 00:00:00.000000000,106,dtre eCehauuacq o,Chaquetas,XL,Azul,70.23,3,Transferencia,Italia,Muy satisfecho,31,hombre,5
481,2023-04-26,,130,Franela cuello V,Franelas,L,Verde,18.47,3,Punto de venta,China,Sátisfécho,45,Mujer,4
482,2023-04-27,1999-01-01 00:00:00.000000000,106,Franela estampad,Franelas,XS,Marrón,11.91,3,Pago móvil,INDIA,Neutral,35,Mujer,4
483,2023-04-28,2025-12-01 00:00:00.000000000,24,Chaqueta invierno,Chaquetas,?,Transparente,89.69,1,Efectivo en divisas,China,Muy insatisfecho,45,Hombre,1
484,2023-04-29,2023-07-10 00:00:00.000000000,4,FRANELA ESTAMPADA,Franelas,XL,Azul,13.36,4,Efectivo en divisas,Indi,Insatisfecho,68,Hombre,5
485,2023-04-30,,108,Franela cuello V,Franelas,?,Rojo,27.26,2,Efectivo en divisas,Italia,Satisfecho,44,Hombre,1
486,2023-05-01,,19,Botas,Zapatos,40,Verde,38.61,1,Efectivo en divisas,China,Muy satisfecho,49,Mujer,5
487,2023-05-02,,40,Camisa manga corta,Camisas,XL,Blanco,43.89,1,Efectivo en divisas,China,Muy satisfecho,64,Mujer,1
488,1900-01-01,,50,Pantalón corto,Pantalones,40,Verde,60.54,1,Efectivo en Bs,Indiá,ifneyoushctia sM,26,Mujer,2
489,2023-05-04,2023-03-15 00:00:00.000000000,75,Gorro,Accesorios,nÚaic,Rojo,22.59,2,Punto de venta,Bangladés,Satisfecho,57,Otro,3
490,2023-05-05,1999-01-01 00:00:00.000000000,12,Zapatos formales,Zapatos,44,Azu,74.71,4,efectivo en divisas,España,Satisfecho,49,Mujer,3
491,2023-05-06,2023-01-01 00:00:00.000000043,27,Chaqueta denim,Chaquetas,l/xl,Verde,55.01,4,Efeztivo en Bz,España,Satisfecho,37,MUJER,4
492,2023-05-07,,113,Franela básica,Franelas,S,Beige,18.09,4,Punto de venta,Chiná,Satisfecho,45,Hombre,2
493,2023-05-08,,49,Pantalón chino,Pantalones,40,Beige,72.09,3,Efectivo en divisas,España,Satisfecho,50,Mujer,10
494,2023-05-09,,144,Camisa manga larga,Camisas,xs,Verde,30.35,3,Efectivo en Bs,España,Satisfecho,21,Hombre,4
495,2023-05-10,,130,Chaqueta denim,Cháquétás,L,Beige,106.35,3,Pago móvil,Italia,Insatisfecho,63,Mujer,2
496,2023-05-11,2023-01-01 00:00:00.000000043,60,Pantalón chino,Pantalones,?,Marrón,83.86,2,Pago móvil,Bangladés,Muy satisfecho,51,Hombre,3
497,2023-05-12,1999-01-01 00:00:00.000000000,30,Franela básica,Franelas,Talla S,Verde,15.3,3,Efectivo en divisas,India,Insatisfecho,65,Hombre,1
498,2023-05-13,,84,Cámisá formál,Camisass,XS,Marrón,41.81,2,Efectivo en Bs,Portugal,Satisfecho,20,Hombre,5
499,1900-01-01,,,Bufanda,Accesorios,Única,Blanzo,113.34,4,Punto de venta,Portugal,Satisfecho,43,HOMBRE,2
500,2023-05-15,2023-01-01 00:00:00.000000043,25,Bufanda,Accesorios,N/A,Gris,8.12,3,Efectivo en divisas,China,Satisfecho,25,Mujer,4
501,2023-05-16,2023-01-01 00:00:00.000000043,0,Franela básica,Franelas,L,Verde,11.35,3,Efectivo en divisas,India,Muy satisfecho,23,Mujer,2
502,2023-05-17,2023-07-10 00:00:00.000000000,125,Chaqueta de cuero,Chaquetas,XL,Gris,65.71,1,Efectivo en divisas,Bangladés,Muy satisfecho,33,Mujer,4
503,2023-05-18,2023-07-10 00:00:00.000000000,10,Pantalón vaquero,Pantalones,28-30,Beige,82.21,2,efectivo en divisas,iaChn,Muy satisfecho,41,ejruM,2
504,2023-05-19,2025-12-01 00:00:00.000000000,42,Zapatos deportivos,Zapatos,38,Azul,77.97,4,Efectivo en divisas,India,Satisfecho,65,Mujer,4
505,2023-05-20,,40,Franela básica,Franelas,S,Gris,16.66,1,Efectivo en divisas,Bangladés,Satisfecho,56,Hombre,3
506,2023-05-21,,77,Camisa casual,Camisas,S,Marrón,59.74,1,Punto de venta,India,Satisfecho,47,Hombre,1
507,2023-05-22,2025-12-01 00:00:00.000000000,105,Zapatos deportivos,Zapatos,41,Beige,80.2,4,Pago móvil,Chiná,Muy satisfecho,62,Mujer,3
508,2023-05-23,,118,Zapatos deportivoss,Zapatos,42,Negro,71.87,1,Efectivo en divisa,India,Satisfecho,30,Mujer,1
509,2023-05-24,,42,Sandalias,Zapatos,41,Rojo,80.61,2,Punto de venta,Narnia,Muy satisfechoo,22,Hombre,3
510,2023-05-25,,47,Franela manga larga,Franelas,Xl,arrMnó,13.51,2,Transferencia,India,Muy satisfecho,42,Hombre,3
511,2023-05-26,,22,Franela cuello V,Franelas,Talla M,Blanco,14.02,3,Efectivo en divisas,China,Satisfecho,37,hombre,2
512,2023-05-27,2023-07-10 00:00:00.000000000,107,Chaqueta invierno,Chaquetas,M,Beige,50.63,1,Efectivo en divisas,Italia,Neutral,35,Mujer,5
513,2023-05-28,2025-12-01 00:00:00.000000000,27,Zapatos formales,Zapatos,42,Verde,98.05,3,Punto de venta,India,Insatisfecho,64,Hombre,4
514,2023-05-29,2025-12-01 00:00:00.000000000,41,Zapatos formaless,Zapatos,40-41,Negro,118.31,1,Efectivo en divisas,España,Muy satisfechoo,35,Mujer,4
515,1900-01-01,,80,Camisa manga larga,Camisas, S ,Azul,25.56,2,Transferencia,Italia,Neutral,19,mujer,4
516,2023-05-31,2023-01-01 00:00:00.000000043,89,Camisa manga corta,Camisas,M,Marrón,21.86,2,EFECTIVO EN DIVISAS,India,Muy satisfecho,27,Hombre,1
517,2023-06-01,,66,Pantalón vaquero,Pantalones,Talla única,Verde,85.26,2,Pago móvil,Italia,Satisfecho,62,Otro,4
518,2023-06-02,,12,Sandalias,Zapatos,36,Marrónn,105.78,1,Efectivo en Bs,China,Satisfecho,67,Mujer,4
519,2023-06-03,,73,Bufanda,Accesorios, Única ,Marrón,33.06,2,Efectivo en Bs,India,muy satisfecho,64,Mujer,2
520,2023-06-04,2023-03-15 00:00:00.000000000,76,Camisa casual,misCsaa,nlciú aaalT,Beige,48.99,1,Punto de venta,Wakanda,Satisfecho,29,Mujer,3
521,2023-06-05,2023-03-15 00:00:00.000000000,90,Franela básica,Franelas,XLL,Negro,26.52,3,Bitcoin,Portugal,Satisfecho,64,Mujer,4
522,2023-06-06,2025-12-01 00:00:00.000000000,10,Pántálón chino,Pantalones,34,Gris,71.07,1,Efectivo en divisas,China,Satisfecho,30,Muje,5
523,1900-01-01,,96,Gorro,Accesorios, Única ,Azul,18.64,3,Efectivo en divisas,India,Satizfezho,67,Hombre,4
524,2023-06-08,,20,Zapatos deportivos,Zapatos,37,Marrón,64.28,1,Efectivo en divisas,Atlántida,Ni idea,64,Hombr,1
525,2023-06-09,,39,Zapatos deportivoss,Zapatos,XXX,Verde,51.51,3,Efectivo en Bs,India,Neutral,28,Hombre,1
526,2023-06-10,2025-12-01 00:00:00.000000000,60,CHAQUETA DE CUERO,Chaquetas,L,Beige,130.78,2,Pago móvil,China,Muy satisfecho,36,Hombre,1
527,2023-06-11,,66,Chaqueta denim,Chaquetas,m/l,Verde,143.66,3,Efectivo en divisas,India,Muy satisfecho,52,Hombre,4
528,2023-06-12,2023-07-10 00:00:00.000000000,65,Pantalón chino,Pantalones,40,Azul,35.51,2,Punto de venta,Italia,Neutral,56,Hombre,2
529,2023-06-13,,124,Camisa casual,Camisa,00,Blanco,287.3,2,Punto de venta,España,Satisfecho,43,Hombre,5
530,2023-06-14,,130,Sandalias,Zapatoz,40,Negro,65.19,3,Pago móvil,India,Satisfecho,63,Mujer,4
531,2023-06-15,,57,Sandalias,Zapatos,36,Azul,40.47,1,Efectivo en Bs,India,Neutral,31,Mujer,2
532,2023-06-16,,78,Gorro,Accesorios,00,Azul,22.13,1,Transferenci,India,Muy satisfecho,62,Mujer,2
533,2023-06-17,2023-07-10 00:00:00.000000000,29,Bolso,Accesorios,UNICA,Rojo,44.06,4,Efectivo en divisas,Italia,Muy insatisfecho,999,Mujer,0
534,2023-06-18,,15,Franela estampada,Franelas,M,Blanco,395.02,1,Punto de venta,India,Neutral,41,mujer,4
535,2023-06-19,2023-01-01 00:00:00.000000043,12,Sandalias,Zapatos,44,Verde,59.03,4,Punto de venta,India,Satisfecho,58,Mujer,2
536,1900-01-01,,101,Botas,Zapatos,37,Verde,43.84,1,Transferencia,Chinaa,satisfecho,18,Hombre,2
537,2023-06-21,2023-07-10 00:00:00.000000000,84,Botas,Zapatos,37,beige,116.16,1,Efectivo en divisas,,osecthSaif,68,Hombre,2
538,2023-06-22,1999-01-01 00:00:00.000000000,125,Pantalón chino,Pantalones,36-38,Beige,78.46,2,Punto de venta,China,Muy satisfecho,60,Mujer,4
539,2023-06-23,,103,Chaqueta De Cuero,Chaquetass,XXL,Rojo,134.82,4,Efectivo en divisas,China,Satisfecho,39,Mujer,2
540,2023-06-24,,24,Camisa manga corta,Camisas, S ,VERDE,21.26,1,Punto de venta,India,Satisfecho,40,Mujer,1
541,2023-06-25,2025-12-01 00:00:00.000000000,149,Bolso,Accesorios,NA,Verde,42.32,4,Pago móvil,Wakanda,Insatisfech,36,Hombré,4
542,2023-06-26,,138,Franela manga larg,Franelas,M,Azul,29.06,2,Efectivo en divisas,China,Satisfecho,35,Hombr,1
543,2023-06-27,1999-01-01 00:00:00.000000000,110,Pantalón chino,Pantalones,32-34,Negro,68.31,2,Pago móvil,Portugal,Neutra,29,Mujer,3
544,2023-06-28,,78,Franela estampada,Franelas,XL,Negro,10.52,4,Efectivo en Bs,China,Neutral,45,Mujer,4
545,2023-06-29,1999-01-01 00:00:00.000000000,101,Franela básica,Franelas,Talla M,Negro,29.26,2,Efectivo En Bs,España,Satisfecho,45,Hombre,3
546,2023-06-30,,146,Pantalón corto,Pantalones,34,Rojo,53.57,3,efectivo en bs,Italia,,50,Hombre,2
547,2023-07-01,,142,Camisa manga corta,Camisas,XXL,Beige,15.01,3,Efectivo en divisas,India,Neutral,36,Mujer,2
548,2023-07-02,2023-01-01 00:00:00.000000043,128,Franela cuello V,Franelas,Talla S,Blanco,22.05,2,Punto de vent,China,NEUTRAL,45,Mujer,5
549,2023-07-03,2023-03-15 00:00:00.000000000,58,Chaqueta bomber,Chaquetas,L,Rojo,82.51,3,Efectivo En Bs,Italia,Muy satisfecho,69,Hombre,2
550,2023-07-04,2025-12-01 00:00:00.000000000,76,Zapatoz formalez,Zapatos,38,Gris,95.9,1,Efectivo en Bs,INDIA,Super!!!,66,Mujer,3
