ID_Evento,Año_Evento,Ciudad,Asistentes,Estilo_Danza,Nivel_Artista,¿Pago?,Precio_Entrada (USD),Tipo_Evento,Patrocinador,¿Streaming?,Duración_Evento (hrs),Valoración_Público,Fecha_Evento
3463,2024,Bogotá,421.5,Flamenco,Avanzado,Sí,68.6,Gala,Adidas,Sí,1.6,5,2024-08-10
3464,2017,Ciudad de México,434.8,Hip Hop,Principiante,Gratis,1.74,Gala,Adidas,No,10.4,2,2019-09-20
3465,2024,Caracas,209.9,Ballet,Principiante,No,32.31,,Gobierno,No,3.5,4,2019-05-12
3466,2015,Caracas,280.3,Salsa,Intermedio,Sí,97.31,Exhibición,Gobierno,Sí,5.1,5,2022-02-19
3467,2022,Cdmx,134.4,Salsa,Avanzado,Gratis,58.01,Festival,Adidas,No,6.1,3,2015-06-08
3468,2019,Madrid,106.1,Flamenco,Avanzado,No,25.42,Exhibición,Gobierno,Sí,6.3,4,2021-12-11
3469,2018,Bogotá,257.7,Hip Hop,Élite,Sí,52.17,Taller,Nike,No,5.8,2,2016-11-16
3470,2022,Ciudad de México,301.6,Urbano,Principiante,Si,34.27,Festival,Gobierno,Sí,11.3,4,2024-01-27
3471,2021,Buenos Aires,176.2,Contemporáneo,Principiante,Sí,53.22,,Adidas,No,8.8,1,2022-10-12
3472,2016,Lima,289.0,Flamenco,Intermedio,Sí,12.57,Gala,Adidas,No,7.9,1,2019-11-12
3473,2015,Caracas,444.9,Flamenco,Élite,Sí,13.27,Exhibición,Nike,Sí,1.5,5,2020-08-14
3474,2025,Caracas,282.8,Flamenco,Avanzado,No,14.35,Festival,Ninguno,No,10.9,5,2020-01-18
3475,2018,Bogotá,363.2,Flamenco,Semiprofesional,Gratis,93.98,Taller,Nike,No,11.0,3,2021-08-05
3476,2022,Lima,404.6,Contemporáneo,Élite,No,73.29,Gala,Local,No,9.6,4,2021-11-11
3477,2016,Ciudad de México,494.5,Salsa,Intermedio,Gratis,16.24,Competencia,Gobierno,Sí,1.1,1,2021-04-14
3478,2017,Lima,305.6,Salsa,Principiante,No,18.83,Gala,Adidas,Sí,1.6,5,2019-05-09
3479,2015,Caracas,405.4,Flamenco,Avanzado,No,73.08,Gala,Nike,Sí,3.5,4,2019-08-24
3480,2015,Bogotá,481.7,Urbano,Avanzado,Sí,15.62,Festival,Local,No,2.4,5,2023-03-13
3481,2017,Caracas,472.8,Salsa,Avanzado,Sí,23.46,Exhibición,Adidas,No,5.4,5,2021-10-05
3482,2025,Caracas,79.1,Contemporáneo,Principiante,Si,96.33,Taller,Local,Sí,11.1,1,2020-04-30
3483,2019,Buenos Aires,209.1,Hip Hop,Intermedio,Si,25.53,Gala,Nike,No,6.2,1,2020-08-24
3484,2017,Lima,168.8,Urbano,Élite,Sí,66.16,Taller,Nike,Sí,1.1,5,2022-08-15
3485,2015,Ciudad de México,52.6,Hip Hop,Avanzado,Gratis,97.86,,Nike,Sí,4.1,2,2024-12-23
3486,2015,Madrid,320.3,Ballet,Avanzado,Sí,37.43,Taller,Ninguno,Sí,1.5,5,2018-02-19
3487,2022,Ciudad de México,370.6,Urbano,Principiante,Sí,1.75,Festival,Local,No,1.4,5,2021-05-13
3488,2024,Buenos Aires,425.6,Flamenco,Avanzado,No,24.41,Festival,Gobierno,No,4.0,3,2019-05-01
3489,2025,Caracas,70.2,Ballet,Intermedio,Sí,83.09,Gala,Ninguno,,4.0,3,2021-11-05
3490,2016,Buenos Aires,439.5,Urbano,Principiante,Sí,86.46,Festival,Ninguno,No,9.7,3,2024-06-23
3491,2017,Lima,325.0,Hip Hop,Avanzado,Sí,76.85,Gala,Local,No,11.7,2,2024-03-19
3492,2016,Ciudad de México,354.9,Contemporáneo,Élite,No,11.31,Gala,Ninguno,Sí,5.1,2,2024-12-24
3493,2017,Buenos Aires,456.2,Hip Hop,Avanzado,Si,79.55,Exhibición,Ninguno,No,5.7,5,2022-03-30
3494,2021,Buenos Aires,316.1,Contemporáneo,Intermedio,No,91.87,Festival,Nike,No,10.3,3,2021-10-29
3495,2015,Lima,174.6,Salsa,Avanzado,Sí,60.06,Gala,Local,Sí,3.9,2,2021-03-07
3496,2024,Lima,414.3,Contemporáneo,Principiante,Sí,94.09,Gala,Nike,Sí,2.7,1,2022-07-24
3497,2022,Buenos Aires,187.9,Salsa,Intermedio,Sí,82.68,Taller,Nike,No,10.4,5,2021-06-07
3498,2024,Madrid,26.8,Urbano,Élite,No,66.7,Exhibición,Ninguno,Sí,1.5,4,2020-04-16
3499,2024,Bogotá,417.0,Urbano,Élite,No,57.72,Taller,Nike,Sí,7.8,5,2024-01-08
3500,2024,Madrid,179.1,Flamenco,Intermedio,No,34.86,Taller,Ninguno,Sí,7.2,4,2019-10-24
3501,2016,Bogotá,389.2,Contemporáneo,Avanzado,Sí,15.93,,Nike,No,4.8,3,2020-08-12
3502,2017,Caracas,187.8,Ballet,Élite,No,60.5,Exhibición,Adidas,Sí,4.5,4,2017-09-16
3503,2023,Bogotá,431.9,Flamenco,Élite,Sí,31.81,Festival,Local,Sí,9.5,3,2019-03-22
3504,2021,Ciudad de México,117.6,Hip Hop,Élite,Gratis,86.64,Festival,Ninguno,No,2.0,1,2018-01-21
3505,2018,Caracas,487.5,Flamenco,Semiprofesional,Sí,99.33,Gala,Gobierno,,3.6,4,2022-01-11
3506,2024,Lima,392.1,Hip Hop,Intermedio,Sí,75.24,Festival,Local,No,9.1,5,2024-07-31
3507,2019,Buenos Aires,66.0,Flamenco,Intermedio,No,9.05,Festival,Nike,Sí,7.0,3,2016-05-07
3508,2016,Bogotá,287.2,Salsa,Avanzado,Gratis,28.87,Festival,Gobierno,Sí,2.4,5,2024-01-20
3509,2025,Ciudad de México,492.8,Hip Hop,Intermedio,Sí,10.91,,Adidas,No,10.7,2,2016-09-11
3510,2022,Madrid,240.8,Urbano,Semiprofesional,Sí,65.05,Taller,Nike,No,5.3,3,2023-11-07
3511,2018,Lima,99.2,Hip Hop,Semiprofesional,No,76.52,Exhibición,Ninguno,Sí,10.1,4,2021-07-06
3512,2023,Bogotá,247.5,Urbano,Principiante,No,92.57,Gala,Ninguno,Sí,9.7,3,2021-07-08
3513,2019,Buenos Aires,261.1,Flamenco,Intermedio,Sí,43.82,Competencia,Adidas,No,7.9,5,2020-09-28
3514,2023,Caracas,373.4,Hip Hop,Intermedio,No,90.14,Festival,Local,No,6.4,1,2019-03-27
3515,2018,Cdmx,352.4,Salsa,Intermedio,Sí,87.79,Gala,Ninguno,Sí,11.8,3,2017-05-12
3516,2024,Lima,207.2,Flamenco,Intermedio,Si,31.72,Festival,Nike,Sí,2.6,4,2019-08-19
3517,2019,Bogotá,116.8,Contemporáneo,Intermedio,Si,86.89,Gala,Gobierno,Sí,9.0,2,2024-10-03
3518,2023,Madrid,326.1,Flamenco,Élite,Gratis,37.57,Festival,Gobierno,Sí,3.1,1,2019-05-25
3519,2022,Bogotá,216.6,Flamenco,Intermedio,Sí,29.69,Competencia,Local,Sí,4.7,2,2021-05-08
3520,2017,Bogotá,74.8,Ballet,Avanzado,No,64.91,,Ninguno,No,4.4,3,2016-08-02
3521,2015,Buenos Aires,451.3,Contemporáneo,Avanzado,Sí,32.84,Gala,Gobierno,Sí,11.4,5,2020-03-05
3522,2017,Caracas,348.7,Hip Hop,Semiprofesional,Sí,63.02,Taller,Adidas,No,11.6,5,2018-06-29
3523,2018,Caracas,344.8,Ballet,Principiante,Sí,60.98,Festival,Adidas,No,3.0,4,2022-02-20
3524,2016,Bogotá,413.1,Urbano,Intermedio,Sí,56.34,Gala,Nike,No,1.2,5,2022-07-06
3525,2015,Caracas,269.5,Contemporáneo,Semiprofesional,Gratis,38.04,Taller,Nike,,8.9,1,2020-01-30
3526,2021,Lima,409.4,Urbano,Intermedio,Sí,54.85,Festival,Local,,5.6,5,2023-08-28
3527,2022,Buenos Aires,254.1,Flamenco,Avanzado,No,59.65,Gala,Adidas,,2.0,4,2021-10-29
3528,2021,Madrid,42.9,Urbano,Avanzado,Sí,54.57,Festival,Nike,Sí,8.5,3,2023-05-23
3529,2019,Lima,208.6,Ballet,Intermedio,Si,44.44,Exhibición,Nike,Sí,7.0,3,2018-09-17
3530,2015,Madrid,253.8,Urbano,Principiante,No,1.47,Gala,Local,No,11.8,5,2018-03-08
3531,2021,Ciudad de México,362.9,Urbano,Principiante,Si,58.71,Festival,Gobierno,No,3.5,2,2015-12-23
3532,2021,Madrid,62.2,Hip Hop,Élite,Sí,16.84,Gala,Ninguno,,5.4,3,2019-06-13
3533,2023,Caracas,78.6,Contemporáneo,Intermedio,No,64.26,Gala,Nike,No,7.0,5,2021-05-10
3534,2017,Madrid,139.2,Ballet,Élite,Sí,75.93,Exhibición,Local,,9.7,4,2023-06-18
3535,2023,Madrid,140.6,Contemporáneo,Semiprofesional,No,50.04,Festival,Ninguno,No,7.0,5,2020-06-29
3536,2015,Madrid,368.8,Urbano,Semiprofesional,Si,54.24,Competencia,Adidas,Sí,7.7,3,2021-06-16
3537,2015,Caracas,132.9,Flamenco,Intermedio,No,95.15,Exhibición,Ninguno,No,3.5,4,2017-05-19
3538,2018,Caracas,320.2,Ballet,Avanzado,No,84.72,Gala,Ninguno,No,10.3,5,2017-06-04
3539,2023,Lima,252.2,Hip Hop,Intermedio,Gratis,91.42,Competencia,Gobierno,No,5.7,1,2020-06-24
3540,2020,Caracas,290.9,Flamenco,Semiprofesional,No,81.38,Taller,Gobierno,Sí,2.6,4,2021-01-10
3541,2025,Caracas,420.7,Hip Hop,Élite,Gratis,10.89,Gala,Local,No,8.3,1,2018-11-14
3542,2017,Lima,208.1,Ballet,Avanzado,Sí,14.9,Taller,Adidas,Sí,3.4,2,2018-07-07
3543,2015,Ciudad de México,387.7,Hip Hop,Élite,No,52.66,,Ninguno,No,2.1,4,2016-09-11
3544,2018,Bogotá,216.8,Flamenco,Élite,Sí,24.61,Gala,Gobierno,No,10.5,1,2017-06-01
3545,2023,Caracas,183.4,Ballet,Élite,Sí,47.67,Competencia,Local,No,6.1,3,2017-03-07
3546,2017,Caracas,479.7,Urbano,Élite,No,39.44,Gala,Ninguno,Sí,9.2,3,2024-12-21
3547,2023,Caracas,100.3,Hip Hop,Principiante,Sí,54.94,Exhibición,Gobierno,No,4.2,2,2020-12-12
3548,2021,Caracas,54.3,Contemporáneo,Principiante,Sí,74.69,Taller,Ninguno,,9.7,4,2024-05-18
3549,2018,Buenos Aires,387.8,Salsa,Intermedio,Gratis,71.55,Festival,Nike,,2.2,4,2018-07-20
3550,2017,Caracas,43.4,Contemporáneo,Élite,Sí,52.12,,Local,Sí,4.9,4,2016-09-10
3033,2017,Madrid,454.8,Contemporáneo,Élite,Sí,80.74,Gala,Local,SÍ,36.0,5,2020-02-07
3368,2022,Caracas,287.1,Ballet,Principiante,Sí,2.09,Gala,Adidas,No,2.0,3,2020-11-21
3492,2016,Ciudad de México,354.9,Contemporáneo,Élite,No,11.31,Gala,Ninguno,Sí,5.1,2,2024-12-24
3216,2018,Madrid,82.4,Contemporáneo,Élite,Sí,1.84,Gala,Ninguno,Sí,3.6,5,2021-09-03
3496,2024,Lima,414.3,Contemporáneo,Principiante,Sí,94.09,Gala,Nike,Sí,2.7,1,2022-07-24
3287,2020,Lima,167.1,Flamenco,Principiante,Sí,18.55,Taller,Local,Sí,1.4,5,2017-05-22
3493,2017,Buenos Aires,456.2,Hip Hop,Avanzado,Si,79.55,Exhibición,Ninguno,No,5.7,5,2022-03-30
3366,2016,Lima,16.0,Ballet,Semiprofesional,Gratis,4.37,Festival,Ninguno,No,2.2,1,2022-10-02
3420,2021,Caracas,131.6,Hip Hop,Intermedio,Sí,39.9,Competencia,Local,Sí,1.6,1,2021-11-23
3482,2025,Caracas,79.1,Contemporáneo,Principiante,Si,96.33,Taller,Local,Sí,11.1,1,2020-04-30
