ID_Producto,Marca,Modelo,Precio (USD),Talla,Color,Material,Peso (gr),Disponibilidad,Rating,Tipo_Deporte,Garantía (meses),Fecha_Lanzamiento
5523,Nike,Chuck Taylor,195.49,5.3,Verde,Malla,312.5,Sí,1,Running,6,2022-12-18
5524,Under Armour,Ultraboost,176.32,5.1,Negro,Sintético,391.5,Sí,5,Tenis,-3,2022-11-22
5525,New Balance,Classic,175.75,11.9,Azul,Malla,235.1,Sí,4,Basketball,6,2023-09-03
5526,Nike,Free Run,120.3,8.0,Gris,Lona,338.0,Sí,2,Deporte,-3,2020-02-19
5527,Under Armour,Ultraboost,112.22,7.7,Rojo,Cuero,240.2,Sí,4,Tenis,24,2020-01-19
5528,Reebok,,91.01,9.8,Negro,Cuero,307.2,Sí,4,Deporte,6,2021-12-26
5529,Puma,RS-X,58.46,6.5,Azul,,219.3,En stock,5,Fútbol,12,2020-07-15
5530,Adidas,Air Max,179.71,11.6,Rojo,Malla,290.1,Sí,4,Tenis,24,2021-07-12
5531,Under Armour,Chuck Taylor,171.94,10.5,Verde,Malla,351.2,En stock,4,Deporte,12,2021-03-27
5532,Under Armour,Air Max,199.96,5.6,Verde,Sintético,269.5,Sí,3,Running,-3,2020-10-15
5533,Nike,Chuck Taylor,199.5,7.9,Negro,Malla,333.0,No,5,Deporte,-3,2023-03-10
5534,Nike,Classic,133.31,11.2,Verde,,359.1,Sí,1,Gym,12,2023-01-12
5535,Adidas,Free Run,165.35,11.6,Negro,Malla,385.4,En stock,2,Deporte,6,2021-01-25
5536,Adidas,RS-X,191.71,8.3,Rojo,Cuero,246.9,Sí,4,Gym,-3,2020-08-02
5537,Under Armour,Ultraboost,177.45,9.3,Blanco,Sintético,279.9,Sí,2,Deporte,12,2020-08-02
5538,Reebok,Free Run,87.1,6.2,Azul,Lona,230.5,Sí,1,Running,6,2023-11-27
5539,Adidas,Air Max,117.58,11.9,Verde,Malla,398.5,No,2,Basketball,6,2020-05-07
5540,Reebok,Classic,69.37,6.6,Azul,Lona,385.4,Sí,1,Fútbol,12,2022-01-29
5541,Under Armour,Classic,193.11,11.6,Rojo,Cuero,308.0,Sí,3,Fútbol,-3,2021-02-07
5542,Reebok,RS-X,140.93,9.5,Negro,Malla,368.4,No,4,Deporte,24,2022-11-18
5543,New Balance,RS-X,84.3,9.3,Rojo Oscuro,Lona,304.2,En stock,1,Basketball,12,2020-12-03
5544,Nike,Chuck Taylor,150.76,8.6,Rojo,Lona,324.7,No,2,Basketball,6,2022-04-10
5545,Reebok,Chuck Taylor,142.72,6.6,Verde,Cuero,217.8,En stock,4,Running,6,2021-12-14
5546,Under Armour,RS-X,103.72,6.2,Rojo Oscuro,,351.1,No,3,Gym,24,2020-12-26
5547,Adidas,Free Run,67.03,6.5,Verde,,225.5,No,4,Deporte,6,2021-07-22
5548,Adidas,,150.74,6.3,Gris,Lona,365.2,Sí,1,Gym,6,2023-11-16
5549,Adidas,Ultraboost,128.05,10.5,Azul,Lona,356.4,No,3,Tenis,6,2020-08-05
5550,Puma,Chuck Taylor,165.85,7.5,Negro,Cuero,341.7,Sí,2,Gym,12,2020-07-20
5228,Adidas,Free Run,108.96,10.1,Rojo Oscuro,,357.9,No,2,Tenis,6,2023-03-10
5481,Under Armour,RS-X,144.41,5.3,Gris,Cuero,246.4,No,1,Basketball,6,2022-09-26
5411,Reebok,Ultraboost,97.9,5.6,Gris,Cuero,362.6,Sí,2,Basketball,12,2023-02-08
5033,Under Armour,Ultraboost,59.76,7.5,Azul,Sintético,216.2,Sí,4,Gym,6,2022-02-14
5390,Reebok,Ultraboost,171.03,9.0,Gris,,289.7,Sí,1,Basketball,6,2021-05-18
5152,Puma,RS-X,85.93,5.4,Verde,,296.3,Sí,2,Fútbol,6,2023-12-06
5331,New Balance,Classic,103.4,6.6,Rojo Oscuro,Cuero,290.9,Sí,4,Fútbol,12,2021-09-06
5243,Adidas,Chuck Taylor,187.23,8.5,Rojo,Sintético,373.7,Sí,1,Deporte,6,2020-05-16
5359,Reebok,RS-X,191.03,6.8,Gris,Malla,243.1,Sí,4,Deporte,6,2021-11-11
5291,New Balance,Ultraboost,54.58,5.1,Blanco,Sintético,247.2,No,1,Fútbol,6,2022-11-30
