ID_Cliente,Nombre_Gimnasio,Edad,Sexo,Tipo_Membresia,Actividad_Favorita,Frecuencia_Semanal,Método_Pago,Nivel,Fecha_Ingreso,Peso (kg),Altura (m),Satisfacción,Profesión
3422,FitZone,49,Masculino,Trimestral,Yoga,3-4 días,efectivo,principiante,2023-05-01,52.0,1.77,6,independiente
3423,BodyTech,44,Masculino,Mensual,Spinning,3 días,Pago móvil,principiante,2022-09-23,117.3,1.96,1,Empleado
3424,Urban Fitness,45,Femenino,ANUAL,Baile,5+ días,Divisas,Principiante,2023-02-28,55.1,1.94,3,EMPLEADO
3425,Wellness Club,63,Femenino,mensual,spinning,5+ días,Divisas,AVANZADO,2022-05-08,56.4,1.89,2,EMPLEADO
3426,Wellness Club,19,Masculino,mensual,Pilates,5+ días,Pago móvil,Principiante,2022-08-26,111.7,1.64,6,estudiante
3427,Gimnasio Élite,58,masculino,Mensual,Funcional,3 días,Transferencia,Intermedio,2022-12-21,115.8,1.96,8,estudiante
3428,BodyTech,64,Femenino,ANUAL,spinning,1 día,Transferencia,Avanzado,2022-04-22,102.4,1.55,3,Desempleado
3429,StrongLife,28,Masculino,Mensual,Funcional,3-4 días,Efectivo,AVANZADO,2023-03-22,45.4,1.93,10,Empleado
3430,PowerGym,25,Otro,Trimestral,spinning,5+ días,Efectivo,Intermedio,2022-12-09,45.1,1.66,8,independiente
3431,StrongLife,23,Masculino,Anual,Pilates,5+ días,Divisas,AVANZADO,2022-05-25,73.4,1.53,8,Estudiante
3432,Wellness Club,48,masculino,trimestral,Baile,5+ días,Pago móvil,Intermedio,2022-03-06,55.8,1.83,5,EMPLEADO
3433,Wellness Club,26,Masculino,mensual,spinning,3-4 días,tarjeta,Avanzado,2022-09-04,46.4,1.62,8,EMPLEADO
3434,Vitality,49,Femenino,Trimestral,Pilates,5+ días,tarjeta,Avanzado,2023-05-05,79.8,1.62,6,Desempleado
3435,Wellness Club,49,Femenino,Anual,Boxeo,3-4 días,Pago móvil,principiante,2023-03-15,115.7,1.65,5,Empleado
3436,FitZone,15,Femenino,Trimestral,Baile,5+ días,Efectivo,Intermedio,2022-04-16,69.3,1.53,9,Empleado
3437,GymPro,54,Masculino,ANUAL,crossfit,3 días,Divisas,principiante,2022-06-30,94.6,1.59,7,Otro
3438,BodyTech,36,Masculino,mensual,Funcional,3 días,Divisas,Intermedio,2022-07-03,93.9,1.5,8,estudiante
3439,StrongLife,43,Femenino,trimestral,Pesas,3-4 días,Efectivo,principiante,2022-08-14,63.8,1.72,1,independiente
3440,GymPro,22,Masculino,Mensual,Yoga,3 días,tarjeta,Avanzado,2022-03-30,93.8,1.54,2,estudiante
3441,Urban Fitness,25,Masculino,Mensual,Pesas,3-4 días,Tarjeta,AVANZADO,2023-11-19,60.9,1.84,8,independiente
3442,PowerGym,55,Masculino,Anual,Baile,3 días,Tarjeta,principiante,2023-06-14,54.2,1.62,9,Independiente
3443,FitZone,51,Masculino,trimestral,crossfit,3 días,Efectivo,Intermedio,2023-01-06,97.6,1.97,4,Desemplead@
3444,StrongLife,28,Masculino,Semanal,Funcional,3-4 días,Tarjeta,Intermedio,2023-02-03,53.5,1.94,10,independiente
3445,GymPro,44,Femenino,ANUAL,crossfit,1 día,efectivo,Avanzado,2022-04-16,119.8,1.64,10,estudiante
3446,PowerGym,49,Femenino,Anual,spinning,3 días,Pago móvil,Intermedio,2022-09-28,58.8,1.89,9,EMPLEADO
3447,Vitality,35,Femenino,Semanal,Funcional,5+ días,Pago móvil,Principiante,2023-05-18,89.6,1.9,4,estudiante
3448,FitZone,51,Femenino,Trimestral,spinning,1 día,Efectivo,AVANZADO,2023-11-10,75.9,1.99,10,independiente
3449,FitZone,19,Masculino,ANUAL,Pilates,3-4 días,Transferencia,principiante,2023-06-09,54.5,1.8,10,Empleado
3450,Vitality,33,Masculino,Trimestral,Baile,1 día,tarjeta,AVANZADO,2022-02-01,47.1,1.54,10,estudiante
3451,BodyTech,28,Femenino,trimestral,Pilates,1-2 días,Efectivo,Avanzado,2023-01-28,91.7,1.82,9,Desempleado
3452,Vitality,40,Masculino,mensual,Crossfit,1-2 días,Tarjeta,principiante,2022-02-09,105.5,1.81,7,Otro
3453,FitZone,18,Femenino,ANUAL,crossfit,3 días,tarjeta,principiante,2023-10-22,108.2,1.82,2,EMPLEADO
3454,FitZone,39,Otro,Semanal,spinning,3 días,Transferencia,Principiante,2022-08-06,81.2,1.65,9,Desempleado
3455,GymPro,59,masculino,mensual,Boxeo,5+ días,Tarjeta,Avanzado,2022-03-23,103.3,1.93,4,independiente
3456,Wellness Club,56,Femenino,Mensual,Pilates,1 día,Divisas,Intermedio,2023-12-21,95.5,1.98,8,Independiente
3457,PowerGym,39,Masculino,Semanal,Crossfit,1-2 días,efectivo,Principiante,2022-07-20,99.3,1.61,7,Desempleado
3458,Vitality,32,Femenino,Anual,Spinning,3 días,Tarjeta,Principiante,2023-03-23,81.9,1.54,7,Desemplead@
3459,PowerGym,54,Masculino,Mensual,Pesas,1 día,efectivo,AVANZADO,2023-03-04,92.5,1.6,8,Independiente
3460,Vitality,22,Masculino,Mensual,Funcional,3 días,tarjeta,AVANZADO,2022-02-07,105.4,1.91,1,Estudiante
3461,Urban Fitness,53,Femenino,Anual,Crossfit,3 días,efectivo,AVANZADO,2022-07-30,74.8,1.84,5,EMPLEADO
3462,FitZone,54,Masculino,ANUAL,Baile,1-2 días,tarjeta,Principiante,2023-03-20,105.4,1.82,2,Estudiante
3463,Wellness Club,28,Femenino,Mensual,Pilates,1-2 días,tarjeta,Intermedio,2022-11-23,89.4,1.7,2,estudiante
3464,GymPro,46,Femenino,trimestral,Baile,3 días,tarjeta,principiante,2022-08-15,57.4,1.79,1,independiente
3465,Wellness Club,52,Masculino,Semanal,Pesas,3-4 días,tarjeta,AVANZADO,2022-02-17,46.9,1.65,5,EMPLEADO
3466,Wellness Club,47,Femenino,mensual,Boxeo,3 días,tarjeta,Intermedio,2022-01-18,72.2,1.74,2,Empleado
3467,Wellness Club,37,Masculino,Mensual,crossfit,3 días,Tarjeta,Avanzado,2023-03-15,86.0,1.9,4,Independiente
3468,PowerGym,29,Femenino,Semanal,crossfit,5+ días,tarjeta,AVANZADO,2023-12-09,108.0,1.99,3,Empleado
3469,Vitality,47,FEMENINO,Trimestral,Baile,5+ días,Tarjeta,principiante,2022-07-06,54.6,1.97,3,Estudiante
3470,MuscleLab,39,Femenino,Semanal,spinning,5+ días,tarjeta,Avanzado,2022-12-11,105.0,1.97,2,Desempleado
3471,Urban Fitness,31,Masculino,mensual,Boxeo,3-4 días,efectivo,Avanzado,2022-08-12,109.7,1.7,6,Desempleado
3472,StrongLife,47,Masculino,Semanal,crossfit,3-4 días,Divisas,principiante,2023-05-03,56.3,1.73,2,independiente
3473,Wellness Club,61,Femenino,Anual,Boxeo,3 días,tarjeta,AVANZADO,2022-08-17,108.9,1.85,8,Estudiante
3474,BodyTech,16,masculino,mensual,Crossfit,5+ días,Transferencia,Principiante,2023-01-25,119.4,1.96,8,Otro
3475,PowerGym,28,Masculino,ANUAL,Boxeo,3-4 días,tarjeta,principiante,2023-08-12,99.5,1.57,5,EMPLEADO
3476,GymPro,54,Masculino,Trimestral,Yoga,1-2 días,tarjeta,principiante,2022-07-07,103.9,1.65,10,Independiente
3477,StrongLife,54,Masculino,Anual,Pesas,3 días,efectivo,principiante,2022-09-27,119.6,1.57,7,Desempleado
3478,MuscleLab,53,femenino,ANUAL,crossfit,1 día,Pago móvil,Avanzado,2023-08-30,90.4,1.81,4,Desempleado
3479,BodyTech,20,Otro,Semanal,Boxeo,3 días,efectivo,Intermedio,2022-11-06,68.1,1.65,1,Empleado
3480,MuscleLab,20,Masculino,mensual,Baile,1 día,Transferencia,Principiante,2022-05-12,107.8,1.66,2,Empleado
3481,StrongLife,17,Masculino,Trimestral,Spinning,5+ días,Pago móvil,AVANZADO,2023-07-05,91.1,1.54,10,estudiante
3482,Wellness Club,21,Femenino,Anual,Yoga,1 día,Efectivo,AVANZADO,2022-03-13,88.6,1.67,10,Otro
3483,BodyTech,22,Femenino,ANUAL,Yoga,5+ días,Efectivo,Intermedio,2023-11-03,64.0,1.93,4,Empleado
3484,MuscleLab,56,Masculino,ANUAL,spinning,1-2 días,Transferencia,principiante,2022-07-06,101.7,1.62,1,Empleado
3485,GymPro,29,Femenino,Trimestral,Boxeo,1 día,efectivo,Principiante,2023-05-01,51.1,1.85,8,EMPLEADO
3486,Vitality,61,Masculino,trimestral,spinning,3 días,Tarjeta,AVANZADO,2022-07-10,114.3,1.81,9,Empleado
3487,FitZone,43,Femenino,Semanal,spinning,5+ días,Transferencia,AVANZADO,2023-02-26,69.4,1.93,4,Independiente
3488,Vitality,47,Femenino,Trimestral,Spinning,3 días,Divisas,principiante,2022-04-30,54.6,1.57,10,EMPLEADO
3489,StrongLife,44,Masculino,ANUAL,Crossfit,3-4 días,Pago móvil,Intermedio,2022-08-08,78.2,1.99,3,estudiante
3490,PowerGym,53,femenino,Mensual,Boxeo,5+ días,Pago móvil,Principiante,2022-02-22,48.2,1.79,2,Estudiante
3491,FitZone,41,Femenino,Anual,Pilates,1 día,tarjeta,Intermedio,2023-03-27,96.3,2.0,5,EMPLEADO
3492,Urban Fitness,50,Masculino,Trimestral,crossfit,5+ días,Efectivo,Intermedio,2023-02-16,112.7,1.96,3,Estudiante
3493,GymPro,43,Masculino,trimestral,spinning,3 días,Pago móvil,Principiante,2023-10-05,107.8,1.61,10,Desempleado
3494,Urban Fitness,52,Femenino,ANUAL,Pesas,1-2 días,Transferencia,Principiante,2022-08-25,54.6,1.53,7,estudiante
3495,BodyTech,47,Masculino,Semanal,Funcional,5+ días,Pago móvil,AVANZADO,2023-12-21,54.5,1.63,6,estudiante
3496,FitZone,51,Femenino,ANUAL,Pesas,1 día,Transferencia,AVANZADO,2023-02-10,106.0,1.76,1,EMPLEADO
3497,Urban Fitness,41,Femenino,Semanal,Spinning,3-4 días,Tarjeta,Principiante,2023-08-31,114.3,1.59,8,Desemplead@
3498,Urban Fitness,47,masculino,Trimestral,Spinning,1-2 días,tarjeta,Avanzado,2023-02-26,79.6,1.58,2,estudiante
3499,MuscleLab,18,Femenino,Semanal,Baile,3-4 días,Efectivo,AVANZADO,2023-12-13,82.4,1.73,5,Estudiante
3500,Vitality,36,Masculino,mensual,Crossfit,5+ días,Pago móvil,Avanzado,2022-09-04,68.9,1.52,9,estudiante
3501,MuscleLab,16,Masculino,mensual,crossfit,3 días,Transferencia,Principiante,2022-03-13,112.1,1.56,8,Desempleado
3502,FitZone,24,Femenino,mensual,spinning,3 días,efectivo,AVANZADO,2022-07-04,93.4,1.71,2,Independiente
3503,FitZone,19,Masculino,trimestral,Pesas,1 día,Efectivo,Intermedio,2022-01-06,66.6,1.53,9,Desemplead@
3504,StrongLife,24,femenino,trimestral,Funcional,3 días,Tarjeta,Principiante,2022-07-25,67.4,1.7,5,independiente
3505,MuscleLab,47,Femenino,Mensual,Spinning,1-2 días,Transferencia,principiante,2023-06-28,111.8,1.74,10,estudiante
3506,Gimnasio Élite,52,Masculino,trimestral,Spinning,3 días,Divisas,Avanzado,2023-09-03,46.0,1.73,6,Empleado
3507,Vitality,27,Masculino,Trimestral,Crossfit,1 día,Divisas,Principiante,2023-01-22,69.2,1.93,3,EMPLEADO
3508,FitZone,45,Masculino,ANUAL,Funcional,5+ días,tarjeta,Principiante,2023-11-30,86.6,1.77,3,EMPLEADO
3509,StrongLife,61,Masculino,ANUAL,Funcional,5+ días,tarjeta,AVANZADO,2022-03-17,56.1,1.73,10,EMPLEADO
3510,MuscleLab,50,Femenino,Mensual,Crossfit,3 días,Tarjeta,AVANZADO,2022-06-26,51.9,1.71,8,Otro
3511,Vitality,59,femenino,trimestral,Spinning,3-4 días,Tarjeta,AVANZADO,2022-12-15,106.1,1.91,10,Desemplead@
3512,MuscleLab,38,femenino,Semanal,crossfit,5+ días,tarjeta,principiante,2022-09-12,112.1,1.95,10,Desemplead@
3513,Urban Fitness,29,Masculino,Mensual,Boxeo,3 días,Pago móvil,AVANZADO,2023-12-03,106.8,1.93,2,Estudiante
3514,StrongLife,43,Masculino,Semanal,Boxeo,1 día,Pago móvil,Principiante,2022-11-04,112.4,1.84,2,estudiante
3515,Vitality,22,Masculino,Semanal,Crossfit,3 días,Transferencia,AVANZADO,2022-12-11,86.5,1.57,5,independiente
3516,Wellness Club,19,Masculino,Anual,Funcional,5+ días,efectivo,Intermedio,2022-05-07,105.9,1.64,6,EMPLEADO
3517,BodyTech,43,Masculino,ANUAL,spinning,1 día,Transferencia,AVANZADO,2022-10-14,73.8,1.52,2,estudiante
3518,BodyTech,61,Masculino,mensual,Crossfit,3 días,efectivo,principiante,2023-12-26,95.0,1.97,5,Desemplead@
3519,Vitality,18,Masculino,trimestral,crossfit,1-2 días,Tarjeta,Intermedio,2023-08-19,119.2,1.83,7,Desempleado
3520,MuscleLab,26,Masculino,Semanal,Crossfit,1 día,Efectivo,Principiante,2023-05-02,61.9,1.87,10,EMPLEADO
3521,StrongLife,59,Masculino,Anual,Yoga,1-2 días,Transferencia,Principiante,2023-01-18,74.2,1.66,10,estudiante
3522,BodyTech,16,Femenino,ANUAL,Pesas,3-4 días,Transferencia,Avanzado,2023-02-10,81.0,1.92,8,Desemplead@
3523,StrongLife,41,Femenino,mensual,Funcional,1 día,efectivo,Intermedio,2023-01-23,55.4,1.63,7,Independiente
3524,BodyTech,45,Femenino,Semanal,Baile,1-2 días,Tarjeta,Avanzado,2023-06-09,51.1,1.5,8,Desemplead@
3525,Urban Fitness,50,Masculino,Semanal,Baile,5+ días,Tarjeta,Intermedio,2023-07-11,107.2,1.69,9,Empleado
3526,MuscleLab,50,Masculino,Mensual,Funcional,5+ días,Divisas,Intermedio,2023-10-01,118.3,1.79,5,Otro
3527,Urban Fitness,40,Masculino,Mensual,crossfit,3-4 días,efectivo,principiante,2023-09-18,75.4,1.74,5,Otro
3528,BodyTech,57,Masculino,ANUAL,Yoga,1 día,Tarjeta,Avanzado,2022-10-03,51.6,1.93,10,EMPLEADO
3529,Wellness Club,41,Masculino,mensual,Yoga,1 día,tarjeta,principiante,2023-05-15,49.9,1.55,4,Independiente
3530,Wellness Club,19,Femenino,Semanal,Spinning,1 día,Pago móvil,Intermedio,2023-12-18,111.8,1.78,9,Independiente
3531,Urban Fitness,34,Masculino,ANUAL,Pesas,3-4 días,Divisas,Principiante,2022-12-03,79.8,1.76,5,EMPLEADO
3532,Wellness Club,25,Masculino,ANUAL,Boxeo,1 día,tarjeta,Intermedio,2023-04-26,69.0,1.64,2,estudiante
3533,BodyTech,24,Masculino,Trimestral,Pilates,5+ días,Efectivo,principiante,2022-09-30,80.7,1.91,10,EMPLEADO
3534,Vitality,54,Femenino,trimestral,crossfit,1-2 días,Transferencia,Avanzado,2022-02-27,68.9,1.88,8,independiente
3535,Urban Fitness,52,Femenino,Mensual,Pilates,5+ días,Divisas,Avanzado,2022-11-24,81.7,1.87,7,independiente
3536,PowerGym,20,Femenino,mensual,Pilates,5+ días,Efectivo,principiante,2022-04-19,109.5,1.94,8,Otro
3537,MuscleLab,22,Femenino,Semanal,Funcional,1-2 días,Transferencia,Avanzado,2022-10-06,89.4,1.86,3,Desemplead@
3538,Wellness Club,37,Masculino,ANUAL,Baile,5+ días,Pago móvil,AVANZADO,2023-11-17,97.1,1.62,4,EMPLEADO
3539,Wellness Club,61,Femenino,Semanal,Baile,3-4 días,Tarjeta,Principiante,2022-11-24,72.4,1.85,5,EMPLEADO
3540,FitZone,40,Masculino,Trimestral,Boxeo,1-2 días,tarjeta,Principiante,2022-11-11,100.4,1.65,6,estudiante
3541,Gimnasio Élite,60,Masculino,mensual,Funcional,5+ días,efectivo,Principiante,2023-04-19,95.0,1.62,1,Estudiante
3542,Urban Fitness,57,Femenino,ANUAL,Pilates,3 días,tarjeta,Avanzado,2022-04-21,54.0,1.54,4,Otro
3543,GymPro,26,Femenino,Semanal,spinning,5+ días,Pago móvil,Avanzado,2023-11-30,87.9,1.87,10,Otro
3544,Wellness Club,40,Femenino,Mensual,Baile,3-4 días,Efectivo,Intermedio,2022-08-17,64.3,1.86,5,Otro
3545,MuscleLab,27,Femenino,trimestral,crossfit,1 día,efectivo,Intermedio,2023-05-12,105.3,1.62,7,Desemplead@
3546,PowerGym,54,Femenino,Trimestral,crossfit,5+ días,Tarjeta,Principiante,2022-06-05,76.9,1.87,5,Desempleado
3547,Wellness Club,32,Masculino,mensual,Spinning,1 día,Pago móvil,AVANZADO,2023-04-18,119.6,1.96,1,Estudiante
3548,PowerGym,39,Femenino,Trimestral,Crossfit,3 días,efectivo,Intermedio,2023-12-02,51.9,1.55,7,Desemplead@
3549,BodyTech,47,masculino,Mensual,spinning,5+ días,Pago móvil,Intermedio,2022-09-29,103.5,1.62,8,independiente
3550,BodyTech,61,Femenino,mensual,Baile,1-2 días,Pago móvil,Avanzado,2022-01-02,95.5,1.88,7,estudiante
3196,GymPro,52,Femenino,Semanal,Pesas,3 días,Pago móvil,Intermedio,2023-08-14,115.3,1.76,8,Estudiante
3080,MuscleLab,50,Masculino,trimestral,spinning,1-2 días,Tarjeta,AVANZADO,2022-01-03,59.9,1.56,3,independiente
3481,StrongLife,17,Masculino,Trimestral,Spinning,5+ días,Pago móvil,AVANZADO,2023-07-05,91.1,1.54,10,estudiante
3110,Vitality,59,Masculino,Mensual,Crossfit,5+ días,efectivo,AVANZADO,2022-11-10,99.7,1.66,2,Estudiante
3523,StrongLife,41,Femenino,mensual,Funcional,1 día,efectivo,Intermedio,2023-01-23,55.4,1.63,7,Independiente
3533,BodyTech,24,Masculino,Trimestral,Pilates,5+ días,Efectivo,principiante,2022-09-30,80.7,1.91,10,EMPLEADO
3085,GymPro,42,Masculino,ANUAL,Pesas,1-2 días,tarjeta,principiante,2023-07-28,70.6,1.95,6,Desemplead@
3369,BodyTech,63,Femenino,Anual,Boxeo,1 día,Divisas,AVANZADO,2022-09-25,118.2,1.53,7,Desemplead@
3133,Vitality,20,Masculino,ANUAL,Boxeo,1 día,Tarjeta,Principiante,2023-05-05,97.5,1.51,7,estudiante
3365,BodyTech,25,Masculino,Semanal,Funcional,3 días,Transferencia,Intermedio,2022-10-03,88.9,1.6,1,EMPLEADO
